"ID","Name","Position","League","type","positionGroup"
462382,"Jim Johnson","P",NA,FALSE,"Pitcher"
502226,"Craig Gentry","OF",NA,FALSE,"Outfield"
502381,"Luke Gregerson","P",NA,FALSE,"Pitcher"
519293,"Will Smith","P",NA,FALSE,"Pitcher"
493114,"Norichika Aoki","OF",NA,FALSE,"Outfield"
444432,"Mark Trumbo","1B/DH/OF",NA,FALSE,"Utility"
502327,"Héctor Santiago","P",NA,FALSE,"Pitcher"
572140,"Tyler Skaggs","P",NA,FALSE,"Pitcher"
594809,"Adam Eaton","OF",NA,FALSE,"Outfield"
519141,"Drew Pomeranz","P",NA,FALSE,"Pitcher"
474463,"Brett Anderson","P",NA,FALSE,"Pitcher"
542914,"Anthony Bass","P",NA,FALSE,"Pitcher"
460283,"Jerry Blevins","P",NA,FALSE,"Pitcher"
460131,"Brian Bogusevic","OF",NA,FALSE,"Outfield"
448605,"Justin Ruggiano","OF",NA,FALSE,"Outfield"
489149,"Logan Morrison","1B/OF",NA,FALSE,"Utility"
605169,"Carter Capps","P",NA,FALSE,"Pitcher"
592665,"Addison Reed","P",NA,FALSE,"Pitcher"
425491,"Ryan Doumit","C",NA,FALSE,"Infield"
461882,"Jesus Guzman","1B/OF",NA,FALSE,"Utility"
474249,"Ryan Jackson","2B",NA,FALSE,"Infield"
468406,"Jonathan Herrera","2B/SS",NA,FALSE,"Utility"
518953,"David Lough","OF",NA,FALSE,"Outfield"
446395,"Corey Brown","OF",NA,FALSE,"Outfield"
523253,"Logan Forsythe","2B",NA,FALSE,"Infield"
456776,"Alex Torres","P",NA,FALSE,"Pitcher"
502202,"Brad Boxberger","P",NA,FALSE,"Pitcher"
453307,"David Huff","P",NA,FALSE,"Pitcher"
451713,"Carlos Peguero","OF",NA,FALSE,"Outfield"
501992,"Nate Karns","P",NA,FALSE,"Pitcher"
446653,"Jose Lobatón","C",NA,FALSE,"Infield"
518653,"Jake Elmore","SS/OF",NA,FALSE,"Utility"
451088,"Justin Sellers","SS",NA,FALSE,"Infield"
461865,"Andrew Romine","3B/SS",NA,FALSE,"Utility"
501625,"Jose Alvarez","P",NA,FALSE,"Pitcher"
446192,"Adam Moore","C",NA,FALSE,"Infield"
543258,"Preston Guilmet","P",NA,FALSE,"Pitcher"
456488,"Eduardo Núñez","3B/SS",NA,FALSE,"Utility"
477195,"Ike Davis","1B",NA,FALSE,"Infield"
449173,"Lucas Harrell","P",NA,FALSE,"Pitcher"
452035,"Kyle Blanks","1B/OF",NA,FALSE,"Utility"
447744,"Raul Valdes","P",NA,FALSE,"Pitcher"
460026,"Nick Hundley","C",NA,FALSE,"Infield"
461856,"Troy Patton","P",NA,FALSE,"Pitcher"
457768,"Bryan Morris","P",NA,FALSE,"Pitcher"
446345,"Michael Taylor","OF",NA,FALSE,"Outfield"
276351,"Jason Grilli","P",NA,FALSE,"Pitcher"
548348,"Donnie Joseph","P",NA,FALSE,"Pitcher"
448179,"Rich Hill","P",NA,FALSE,"Pitcher"
457453,"Jair Jurrjens","P",NA,FALSE,"Pitcher"
502188,"Jeff Samardzija","P",NA,FALSE,"Pitcher"
573185,"Dan Straily","P",NA,FALSE,"Pitcher"
435221,"Brandon McCarthy","P",NA,FALSE,"Pitcher"
573064,"Vidal Nuño","P",NA,FALSE,"Pitcher"
433585,"Jeff Francis","P",NA,FALSE,"Pitcher"
543488,"Nick Maronde","P",NA,FALSE,"Pitcher"
452104,"Chase Headley","3B",NA,FALSE,"Infield"
465657,"Joakim Soria","P",NA,FALSE,"Pitcher"
543668,"Stephen Pryor","P",NA,FALSE,"Pitcher"
425626,"Chris Capuano","P",NA,FALSE,"Pitcher"
517370,"Jimmy Paredes","3B/DH/OF",NA,FALSE,"Utility"
592390,"Heath Hembree","P",NA,FALSE,"Pitcher"
521230,"Liam Hendriks","P",NA,FALSE,"Pitcher"
446381,"Darwin Barney","2B",NA,FALSE,"Infield"
475416,"Justin Masterson","P",NA,FALSE,"Pitcher"
467094,"Felix Doubront","P",NA,FALSE,"Pitcher"
543548,"Tommy Milone","P",NA,FALSE,"Pitcher"
407793,"John Lackey","P",NA,FALSE,"Pitcher"
501659,"Abraham Almonte","OF",NA,FALSE,"Outfield"
456121,"Chris Denorfia","OF",NA,FALSE,"Outfield"
467827,"Gerardo Parra","OF",NA,FALSE,"Outfield"
452678,"Asdrúbal Cabrera","SS",NA,FALSE,"Infield"
543054,"Jarred Cosart","P",NA,FALSE,"Pitcher"
545338,"Nick Franklin","2B",NA,FALSE,"Infield"
457706,"Austin Jackson","OF",NA,FALSE,"Outfield"
456034,"David Price","P",NA,FALSE,"Pitcher"
592767,"Drew Smyly","P",NA,FALSE,"Pitcher"
545350,"Jake Marisnick","OF",NA,FALSE,"Outfield"
595025,"Zach Walters","DH/OF",NA,FALSE,"Utility"
460701,"James Russell","P",NA,FALSE,"Pitcher"
523260,"Joe Kelly","P",NA,FALSE,"Pitcher"
501800,"Allen Craig","1B/OF",NA,FALSE,"Utility"
493316,"Yoenis Cespedes","OF",NA,FALSE,"Outfield"
452657,"Jon Lester","P",NA,FALSE,"Pitcher"
502260,"Vinnie Pestano","P",NA,FALSE,"Pitcher"
433584,"Roberto Hernandez","P",NA,FALSE,"Pitcher"
429781,"Kevin Correia","P",NA,FALSE,"Pitcher"
571804,"Brett Jackson","OF",NA,FALSE,"Outfield"
493596,"Gordon Beckham","2B",NA,FALSE,"Infield"
460269,"Chris Gimenez","C",NA,FALSE,"Infield"
457762,"Bryan Anderson","C",NA,FALSE,"Infield"
276055,"Adam Dunn","1B/OF",NA,FALSE,"Utility"
457477,"Alejandro De Aza","OF",NA,FALSE,"Outfield"
460055,"John Mayberry Jr.","OF",NA,FALSE,"Outfield"
543776,"JB Shuck","OF",NA,FALSE,"Outfield"
452252,"Adam Lind","1B/DH",NA,FALSE,"Utility"
462136,"Marco Estrada","P",NA,FALSE,"Pitcher"
474233,"Hank Conger","C",NA,FALSE,"Infield"
543746,"Rob Scahill","P",NA,FALSE,"Pitcher"
458677,"Justin Wilson","P",NA,FALSE,"Pitcher"
465041,"Francisco Cervelli","C",NA,FALSE,"Infield"
543238,"Anthony Gose","OF",NA,FALSE,"Outfield"
476451,"Jeremy Hellickson","P",NA,FALSE,"Pitcher"
527055,"Arodys Vizcaíno","P",NA,FALSE,"Pitcher"
518792,"Jason Heyward","OF",NA,FALSE,"Outfield"
571946,"Shelby Miller","P",NA,FALSE,"Pitcher"
407908,"Joel Peralta","P",NA,FALSE,"Pitcher"
523848,"José Domínguez","P",NA,FALSE,"Pitcher"
504379,"Juan Nicasio","P",NA,FALSE,"Pitcher"
543169,"Brian Flynn","P",NA,FALSE,"Pitcher"
543070,"Aaron Crow","P",NA,FALSE,"Pitcher"
543594,"Sean Nolin","P",NA,FALSE,"Pitcher"
543434,"Brett Lawrie","2B/3B",NA,FALSE,"Utility"
518626,"Josh Donaldson","3B",NA,FALSE,"Infield"
446481,"Sean Rodríguez","2B",NA,FALSE,"Infield"
502317,"Chris Heisey","OF",NA,FALSE,"Outfield"
459431,"Michael Saunders","OF",NA,FALSE,"Outfield"
544369,"Didi Gregorius","SS",NA,FALSE,"Infield"
461235,"Brandon Moss","1B/OF",NA,FALSE,"Utility"
572033,"Josh Phegley","C",NA,FALSE,"Infield"
471083,"Miguel Montero","C",NA,FALSE,"Infield"
543760,"Marcus Semien","2B/SS",NA,FALSE,"Utility"
455374,"Antonio Bastardo","P",NA,FALSE,"Pitcher"
519144,"Rick Porcello","P",NA,FALSE,"Pitcher"
592710,"Josh Rutledge","2B/SS",NA,FALSE,"Utility"
543829,"Dee Strange-Gordon","2B",NA,FALSE,"Infield"
501822,"Chris Hatcher","P",NA,FALSE,"Pitcher"
543935,"Alex Wilson","P",NA,FALSE,"Pitcher"
516589,"André Rienzo","P",NA,FALSE,"Pitcher"
543359,"Dan Jennings","P",NA,FALSE,"Pitcher"
430580,"Alfredo Simon","P",NA,FALSE,"Pitcher"
435062,"Howie Kendrick","2B",NA,FALSE,"Infield"
543809,"Zeke Spruill","P",NA,FALSE,"Pitcher"
543903,"Allen Webster","P",NA,FALSE,"Pitcher"
489119,"Wade Miley","P",NA,FALSE,"Pitcher"
446321,"Ross Detwiler","P",NA,FALSE,"Pitcher"
448178,"Kevin Jepsen","P",NA,FALSE,"Pitcher"
459964,"Matt Joyce","OF",NA,FALSE,"Outfield"
460008,"Anthony Varvaro","P",NA,FALSE,"Pitcher"
519083,"Derek Norris","C",NA,FALSE,"Infield"
543148,"Tim Federowicz","C",NA,FALSE,"Infield"
518735,"Yasmani Grandal","C",NA,FALSE,"Infield"
543921,"Joe Wieland","P",NA,FALSE,"Pitcher"
545001,"Eury De La Rosa","P",NA,FALSE,"Pitcher"
461314,"Matt Kemp","OF",NA,FALSE,"Outfield"
475479,"David Phelps","P",NA,FALSE,"Pitcher"
425784,"René Rivera","C",NA,FALSE,"Infield"
571976,"Wil Myers","1B/OF",NA,FALSE,"Utility"
542674,"Gonzalez Germen","P",NA,FALSE,"Pitcher"
543213,"Johnny Giavotella","2B",NA,FALSE,"Infield"
276519,"Jimmy Rollins","SS",NA,FALSE,"Infield"
434540,"Garrett Jones","1B/OF",NA,FALSE,"Utility"
519025,"Will Middlebrooks","3B",NA,FALSE,"Infield"
543506,"Brandon Maurer","P",NA,FALSE,"Pitcher"
592741,"Chasen Shreve","P",NA,FALSE,"Pitcher"
450314,"Ben Zobrist","2B/OF",NA,FALSE,"Utility"
455119,"Chris Martin","P",NA,FALSE,"Pitcher"
461325,"Tyler Clippard","P",NA,FALSE,"Pitcher"
594828,"Evan Gattis","C/DH",NA,FALSE,"Utility"
592314,"Mike Foltynewicz","P",NA,FALSE,"Pitcher"
596143,"Luis Sardinas","2B/SS",NA,FALSE,"Utility"
608349,"Corey Knebel","P",NA,FALSE,"Pitcher"
451596,"Yovani Gallardo","P",NA,FALSE,"Pitcher"
449786,"Carlos Corporán","C",NA,FALSE,"Infield"
519168,"Anthony Ranaudo","P",NA,FALSE,"Pitcher"
543726,"Robbie Ross Jr.","P",NA,FALSE,"Pitcher"
571735,"David Hale","P",NA,FALSE,"Pitcher"
491708,"Arquimedes Caminero","P",NA,FALSE,"Pitcher"
519425,"Jackson Williams","C",NA,FALSE,"Infield"
430681,"Dan Johnson","1B",NA,FALSE,"Infield"
518693,"Sam Freeman","P",NA,FALSE,"Pitcher"
506702,"Sandy León","C",NA,FALSE,"Infield"
544925,"Matthew den Dekker","OF",NA,FALSE,"Outfield"
541640,"Erasmo Ramírez","P",NA,FALSE,"Pitcher"
463610,"Gregorio Petit","2B/SS",NA,FALSE,"Utility"
425834,"B.J. Upton","OF",NA,FALSE,"Outfield"
518886,"Craig Kimbrel","P",NA,FALSE,"Pitcher"
458584,"Xavier Cedeño","P",NA,FALSE,"Pitcher"
285078,"Josh Hamilton","OF",NA,FALSE,"Outfield"
519411,"Matt West","P",NA,FALSE,"Pitcher"
605477,"Chad Smith","P",NA,FALSE,"Pitcher"
500721,"Yoervis Medina","P",NA,FALSE,"Pitcher"
456078,"Welington Castillo","C",NA,FALSE,"Infield"
474668,"Eric Surkamp","P",NA,FALSE,"Pitcher"
543590,"Kirk Nieuwenhuis","OF",NA,FALSE,"Outfield"
346874,"Juan Uribe","3B/SS",NA,FALSE,"Utility"
445590,"Eric Stults","P",NA,FALSE,"Pitcher"
621962,"Ian Thomas","P",NA,FALSE,"Pitcher"
462089,"Juan Jaime","P",NA,FALSE,"Pitcher"
608678,"Dominic Leone","P",NA,FALSE,"Pitcher"
594838,"Phil Gosselin","2B/3B",NA,FALSE,"Utility"
571868,"Marc Krauss","1B/OF",NA,FALSE,"Utility"
453385,"Clayton Richard","P",NA,FALSE,"Pitcher"
133380,"Aramis Ramirez","3B",NA,FALSE,"Infield"
431148,"Scott Kazmir","P",NA,FALSE,"Pitcher"
518553,"Steve Cishek","P",NA,FALSE,"Pitcher"
456501,"Johnny Cueto","P",NA,FALSE,"Pitcher"
605232,"Brandon Finnegan","P",NA,FALSE,"Pitcher"
449097,"Jonathan Papelbon","P",NA,FALSE,"Pitcher"
115629,"LaTroy Hawkins","P",NA,FALSE,"Pitcher"
453064,"Troy Tulowitzki","SS",NA,FALSE,"Infield"
605156,"Aaron Brooks","P",NA,FALSE,"Pitcher"
461815,"David Murphy","OF",NA,FALSE,"Outfield"
554429,"Dustin Ackley","2B/OF",NA,FALSE,"Utility"
502190,"Mike Leake","P",NA,FALSE,"Pitcher"
594807,"Adam Duvall","OF",NA,FALSE,"Outfield"
460576,"Carlos Gómez","OF",NA,FALSE,"Outfield"
571666,"Mike Fiers","P",NA,FALSE,"Pitcher"
570267,"Domingo Santana","OF",NA,FALSE,"Outfield"
572089,"Paco Rodríguez","P",NA,FALSE,"Pitcher"
501593,"Luis Avilán","P",NA,FALSE,"Pitcher"
622072,"Alex Wood","P",NA,FALSE,"Pitcher"
596057,"Daniel Norris","P",NA,FALSE,"Pitcher"
542432,"José Ramírez","P",NA,FALSE,"Pitcher"
473879,"Sam Dyson","P",NA,FALSE,"Pitcher"
516809,"Junior Lake","OF",NA,FALSE,"Outfield"
542513,"Tomás Telis","C/1B",NA,FALSE,"Utility"
519169,"Rob Rasmussen","P",NA,FALSE,"Pitcher"
430935,"Cole Hamels","P",NA,FALSE,"Pitcher"
518617,"Jake Diekman","P",NA,FALSE,"Pitcher"
457448,"Matt Harrison","P",NA,FALSE,"Pitcher"
475857,"Ryan Cook","P",NA,FALSE,"Pitcher"
467798,"Jose Tabata","OF",NA,FALSE,"Outfield"
447714,"Eric O'Flaherty","P",NA,FALSE,"Pitcher"
430897,"Nick Swisher","1B/OF",NA,FALSE,"Utility"
424144,"Oliver Pérez","P",NA,FALSE,"Pitcher"
461416,"Will Venable","OF",NA,FALSE,"Outfield"
400284,"Chase Utley","2B",NA,FALSE,"Infield"
150116,"Randy Wolf","P",NA,FALSE,"Pitcher"
574831,"Michael Choice","OF",NA,FALSE,"Outfield"
457754,"Jon Edwards","P",NA,FALSE,"Pitcher"
425840,"Neal Cotts","P",NA,FALSE,"Pitcher"
407845,"Fernando Rodney","P",NA,FALSE,"Pitcher"
543056,"Danny Coulombe","P",NA,FALSE,"Pitcher"
543543,"Brad Miller","SS",NA,FALSE,"Infield"
592677,"C.J. Riefenhauser","P",NA,FALSE,"Pitcher"
543144,"Danny Farquhar","P",NA,FALSE,"Pitcher"
543302,"Chris Herrmann","C/OF",NA,FALSE,"Utility"
517369,"José Pirela","2B/OF",NA,FALSE,"Utility"
571974,"John Ryan Murphy","C",NA,FALSE,"Infield"
543305,"Aaron Hicks","OF",NA,FALSE,"Outfield"
592743,"Andrelton Simmons","SS",NA,FALSE,"Infield"
430947,"Erick Aybar","SS",NA,FALSE,"Infield"
276542,"Joaquín Benoit","P",NA,FALSE,"Pitcher"
452666,"Tom Wilhelmsen","P",NA,FALSE,"Pitcher"
547982,"Leonys Martin","OF",NA,FALSE,"Outfield"
571825,"James Jones","OF",NA,FALSE,"Outfield"
542340,"Jonathan Villar","2B/SS",NA,FALSE,"Utility"
607359,"Spencer Patton","P",NA,FALSE,"Pitcher"
571871,"Ian Krol","P",NA,FALSE,"Pitcher"
592454,"Tommy Kahnle","P",NA,FALSE,"Pitcher"
571521,"Rex Brothers","P",NA,FALSE,"Pitcher"
489446,"Kirby Yates","P",NA,FALSE,"Pitcher"
506747,"Francisco Peña","C",NA,FALSE,"Infield"
488810,"Tony Cruz","C",NA,FALSE,"Infield"
605476,"Carson Smith","P",NA,FALSE,"Pitcher"
606273,"Roenis Elías","P",NA,FALSE,"Pitcher"
576397,"Jedd Gyorko","2B/3B",NA,FALSE,"Utility"
516770,"Starlin Castro","2B/SS",NA,FALSE,"Utility"
476589,"Adam Warren","P",NA,FALSE,"Pitcher"
445055,"Jon Jay","OF",NA,FALSE,"Outfield"
519267,"Evan Scribner","P",NA,FALSE,"Pitcher"
542255,"Ender Inciarte","OF",NA,FALSE,"Outfield"
435522,"Neil Walker","2B",NA,FALSE,"Infield"
477003,"Jonathon Niese","P",NA,FALSE,"Pitcher"
542194,"Christian Bethancourt","C",NA,FALSE,"Infield"
594555,"Garin Cecchini","3B",NA,FALSE,"Infield"
543391,"Casey Kelly","P",NA,FALSE,"Pitcher"
519085,"Brett Oberholtzer","P",NA,FALSE,"Pitcher"
450203,"Charlie Morton","P",NA,FALSE,"Pitcher"
571704,"Ken Giles","P",NA,FALSE,"Pitcher"
453943,"Todd Frazier","3B",NA,FALSE,"Infield"
595386,"Jason Rogers","1B",NA,FALSE,"Infield"
519096,"Dan Otero","P",NA,FALSE,"Pitcher"
543456,"Kyle Lobstein","P",NA,FALSE,"Pitcher"
547973,"Aroldis Chapman","P",NA,FALSE,"Pitcher"
504186,"Arnold Leon","P",NA,FALSE,"Pitcher"
519322,"Drew Storen","P",NA,FALSE,"Pitcher"
591720,"Ronald Torreyes","2B/3B/SS",NA,FALSE,"Utility"
621397,"Tyler Olson","P",NA,FALSE,"Pitcher"
595235,"Cody Hall","P",NA,FALSE,"Pitcher"
527043,"Jefry Marte","1B",NA,FALSE,"Infield"
459429,"Jake McGee","P",NA,FALSE,"Pitcher"
572816,"Corey Dickerson","OF",NA,FALSE,"Outfield"
502624,"Chase Anderson","P",NA,FALSE,"Pitcher"
621281,"Tyler Wagner","P",NA,FALSE,"Pitcher"
516416,"Jean Segura","2B/SS",NA,FALSE,"Utility"
571553,"Darrell Ceciliani","OF",NA,FALSE,"Outfield"
628333,"Odrisamer Despaigne","P",NA,FALSE,"Pitcher"
605227,"Taylor Featherston","2B/3B",NA,FALSE,"Utility"
501981,"Khris Davis","DH/OF",NA,FALSE,"Utility"
458085,"Chris Coghlan","OF",NA,FALSE,"Outfield"
592407,"Bryan Holaday","C",NA,FALSE,"Infield"
435064,"Bobby Wilson","C",NA,FALSE,"Infield"
543883,"Nick Vincent","P",NA,FALSE,"Pitcher"
468504,"Jhoulys Chacín","P",NA,FALSE,"Pitcher"
501697,"Jhan Mariñez","P",NA,FALSE,"Pitcher"
543242,"J.R. Graham","P",NA,FALSE,"Pitcher"
451085,"Brian Matusz","P",NA,FALSE,"Pitcher"
605304,"Erik Johnson","P",NA,FALSE,"Pitcher"
572308,"José A. Váldez","P",NA,FALSE,"Pitcher"
570489,"Arismendy Alcántara","2B/OF",NA,FALSE,"Utility"
621035,"Chris Taylor","OF",NA,FALSE,"Outfield"
542455,"Oswaldo Arcia","OF",NA,FALSE,"Outfield"
492841,"Michael Martinez","2B/OF",NA,FALSE,"Utility"
453222,"Scott Carroll","P",NA,FALSE,"Pitcher"
543557,"Mike Montgomery","P",NA,FALSE,"Pitcher"
516714,"Dario Alvarez","P",NA,FALSE,"Pitcher"
607067,"Colin Rea","P",NA,FALSE,"Pitcher"
542993,"Billy Burns","OF",NA,FALSE,"Outfield"
553878,"Felipe Vázquez","P",NA,FALSE,"Pitcher"
493343,"Héctor Olivera","3B",NA,FALSE,"Infield"
572180,"Andrew Susac","C",NA,FALSE,"Infield"
543542,"Alex Meyer","P",NA,FALSE,"Pitcher"
519043,"Matt Moore","P",NA,FALSE,"Pitcher"
622110,"Matt Duffy","3B",NA,FALSE,"Infield"
518960,"Jonathan Lucroy","C",NA,FALSE,"Infield"
467100,"Iván Nova","P",NA,FALSE,"Pitcher"
446386,"Brandon Guyer","OF",NA,FALSE,"Outfield"
502211,"Mike Bolsinger","P",NA,FALSE,"Pitcher"
457803,"Jay Bruce","OF",NA,FALSE,"Outfield"
501925,"Joe Smith","P",NA,FALSE,"Pitcher"
451661,"Josh Fields","P",NA,FALSE,"Pitcher"
571800,"Drew Hutchison","P",NA,FALSE,"Pitcher"
519381,"Pat Venditte","P",NA,FALSE,"Pitcher"
454560,"A.J. Ellis","C",NA,FALSE,"Infield"
434563,"Carlos Ruiz","C",NA,FALSE,"Infield"
425900,"Dioner Navarro","C",NA,FALSE,"Infield"
537953,"Daniel Nava","OF",NA,FALSE,"Outfield"
424825,"Coco Crisp","OF",NA,FALSE,"Outfield"
452061,"Zach Phillips","P",NA,FALSE,"Pitcher"
518567,"Josh Collmenter","P",NA,FALSE,"Pitcher"
457435,"Phil Coke","P",NA,FALSE,"Pitcher"
543424,"John Lamb","P",NA,FALSE,"Pitcher"
450212,"Pat Neshek","P",NA,FALSE,"Pitcher"
573131,"Darin Ruf","1B/OF",NA,FALSE,"Utility"
435263,"Brian McCann","C",NA,FALSE,"Infield"
572128,"Richie Shaffer","1B/DH",NA,FALSE,"Utility"
572021,"James Pazos","P",NA,FALSE,"Pitcher"
606466,"Ketel Marte","2B",NA,FALSE,"Infield"
592836,"Taijuan Walker","P",NA,FALSE,"Pitcher"
548337,"Logan Verrett","P",NA,FALSE,"Pitcher"
448802,"Jaime García","P",NA,FALSE,"Pitcher"
519242,"Chris Sale","P",NA,FALSE,"Pitcher"
543768,"Travis Shaw","3B",NA,FALSE,"Infield"
592804,"Tyler Thornburg","P",NA,FALSE,"Pitcher"
624585,"Jorge Soler","DH/OF",NA,FALSE,"Utility"
518790,"Chris Heston","P",NA,FALSE,"Pitcher"
592426,"Luke Jackson","P",NA,FALSE,"Pitcher"
457787,"Danny Espinosa","2B/SS",NA,FALSE,"Utility"
455117,"Martín Maldonado","C",NA,FALSE,"Infield"
542908,"Jett Bandy","C",NA,FALSE,"Infield"
453329,"Clay Buchholz","P",NA,FALSE,"Pitcher"
580792,"Nick Goody","P",NA,FALSE,"Pitcher"
502481,"Jarrod Dyson","OF",NA,FALSE,"Outfield"
605480,"Mallex Smith","OF",NA,FALSE,"Outfield"
623406,"Shae Simmons","P",NA,FALSE,"Pitcher"
608672,"Micah Johnson","2B",NA,FALSE,"Infield"
543484,"Mikie Mahtook","OF",NA,FALSE,"Outfield"
592169,"Austin Brice","P",NA,FALSE,"Pitcher"
592254,"José De León","P",NA,FALSE,"Pitcher"
518649,"Brett Eibner","OF",NA,FALSE,"Outfield"
592614,"Dillon Overton","P",NA,FALSE,"Pitcher"
572750,"Eddie Butler","P",NA,FALSE,"Pitcher"
544836,"Enny Romero","P",NA,FALSE,"Pitcher"
491696,"Jesús Sucre","C",NA,FALSE,"Infield"
593679,"Gabriel Ynoa","P",NA,FALSE,"Pitcher"
408252,"Brandon Phillips","2B",NA,FALSE,"Infield"
542947,"Richard Bleier","P",NA,FALSE,"Pitcher"
594742,"Alec Asher","P",NA,FALSE,"Pitcher"
612434,"Miguel Castro","P",NA,FALSE,"Pitcher"
571911,"Damien Magnifico","P",NA,FALSE,"Pitcher"
543118,"Oliver Drake","P",NA,FALSE,"Pitcher"
592170,"Parker Bridwell","P",NA,FALSE,"Pitcher"
592127,"Johnny Barbato","P",NA,FALSE,"Pitcher"
492802,"Juan Graterol","C",NA,FALSE,"Infield"
571841,"Ty Kelly","2B/3B/OF",NA,FALSE,"Utility"
534606,"Ryan LaMarre","OF",NA,FALSE,"Outfield"
519333,"Matt Szczur","OF",NA,FALSE,"Outfield"
542454,"Danny Santana","OF",NA,FALSE,"Outfield"
502272,"Casey Fien","P",NA,FALSE,"Pitcher"
571431,"Matt Adams","1B",NA,FALSE,"Infield"
430605,"Ryan Raburn","OF",NA,FALSE,"Outfield"
514913,"Rubén Tejada","SS",NA,FALSE,"Infield"
570257,"Joely Rodríguez","P",NA,FALSE,"Pitcher"
461858,"Trevor Plouffe","3B",NA,FALSE,"Infield"
588751,"Adeiny Hechavarría","SS",NA,FALSE,"Infield"
573127,"Zac Rosscup","P",NA,FALSE,"Pitcher"
500779,"Jose Quintana","P",NA,FALSE,"Pitcher"
448281,"Sean Doolittle","P",NA,FALSE,"Pitcher"
595014,"Blake Treinen","P",NA,FALSE,"Pitcher"
425492,"Ryan Madson","P",NA,FALSE,"Pitcher"
502110,"J.D. Martinez","DH/OF",NA,FALSE,"Utility"
475054,"Chaz Roe","P",NA,FALSE,"Pitcher"
502085,"David Robertson","P",NA,FALSE,"Pitcher"
594835,"Marco Gonzales","P",NA,FALSE,"Pitcher"
489265,"Sergio Romo","P",NA,FALSE,"Pitcher"
608701,"Rob Refsnyder","OF",NA,FALSE,"Outfield"
466948,"Jean Machi","P",NA,FALSE,"Pitcher"
621381,"Matt Strahm","P",NA,FALSE,"Pitcher"
519344,"Nick Tepesch","P",NA,FALSE,"Pitcher"
488748,"Ryan Buchter","P",NA,FALSE,"Pitcher"
461872,"Anthony Swarzak","P",NA,FALSE,"Pitcher"
446263,"Lucas Duda","1B/OF",NA,FALSE,"Utility"
573109,"AJ Ramos","P",NA,FALSE,"Pitcher"
547957,"Hyun Soo Kim","OF",NA,FALSE,"Outfield"
543243,"Sonny Gray","P",NA,FALSE,"Pitcher"
606192,"Teoscar Hernández","OF",NA,FALSE,"Outfield"
445213,"Brandon Kintzler","P",NA,FALSE,"Pitcher"
506433,"Yu Darvish","P",NA,FALSE,"Pitcher"
542921,"Tim Beckham","SS",NA,FALSE,"Infield"
453265,"Tony Watson","P",NA,FALSE,"Pitcher"
571561,"Tony Cingrani","P",NA,FALSE,"Pitcher"
475100,"Scott Van Slyke","OF",NA,FALSE,"Outfield"
488671,"Alex Avila","C",NA,FALSE,"Infield"
600869,"Jeimer Candelario","3B",NA,FALSE,"Infield"
623439,"Ryan Garton","P",NA,FALSE,"Pitcher"
434158,"Curtis Granderson","OF",NA,FALSE,"Outfield"
543408,"Tom Koehler","P",NA,FALSE,"Pitcher"
456068,"Miguel González","P",NA,FALSE,"Pitcher"
506997,"Tony Sanchez","C",NA,FALSE,"Infield"
434378,"Justin Verlander","P",NA,FALSE,"Pitcher"
570240,"Félix Peña","P",NA,FALSE,"Pitcher"
592387,"Ryon Healy","1B/3B",NA,FALSE,"Utility"
502051,"Josh Ravin","P",NA,FALSE,"Pitcher"
649557,"Aledmys Díaz","SS",NA,FALSE,"Infield"
519317,"Giancarlo Stanton","DH/OF",NA,FALSE,"Utility"
621563,"Joey Wendle","2B/3B/SS",NA,FALSE,"Utility"
518466,"Jabari Blash","OF",NA,FALSE,"Outfield"
572114,"Ryan Schimpf","2B/3B",NA,FALSE,"Utility"
571951,"Bryan Mitchell","P",NA,FALSE,"Pitcher"
542888,"Shawn Armstrong","P",NA,FALSE,"Pitcher"
572039,"Stephen Piscotty","OF",NA,FALSE,"Outfield"
542303,"Marcell Ozuna","DH/OF",NA,FALSE,"Utility"
520471,"Freddy Galvis","SS",NA,FALSE,"Infield"
518586,"Charlie Culberson","3B/OF",NA,FALSE,"Utility"
446334,"Evan Longoria","3B",NA,FALSE,"Infield"
518397,"Scott Alexander","P",NA,FALSE,"Pitcher"
500208,"Yangervis Solarte","2B/3B",NA,FALSE,"Utility"
602922,"José Rondon","SS",NA,FALSE,"Infield"
605397,"Joe Musgrove","P",NA,FALSE,"Pitcher"
543037,"Gerrit Cole","P",NA,FALSE,"Pitcher"
592567,"Colin Moran","1B/3B",NA,FALSE,"Utility"
593140,"Michael Feliz","P",NA,FALSE,"Pitcher"
605195,"Kyle Crick","P",NA,FALSE,"Pitcher"
457705,"Andrew McCutchen","OF",NA,FALSE,"Outfield"
641438,"Shane Carle","P",NA,FALSE,"Pitcher"
545341,"Randal Grichuk","OF",NA,FALSE,"Outfield"
621446,"Lewis Brinson","OF",NA,FALSE,"Outfield"
592885,"Christian Yelich","OF",NA,FALSE,"Outfield"
519294,"Josh Smoker","P",NA,FALSE,"Pitcher"
608703,"Matt Reynolds","3B/SS",NA,FALSE,"Utility"
543068,"C.J. Cron","1B",NA,FALSE,"Infield"
543606,"Jake Odorizzi","P",NA,FALSE,"Pitcher"
592273,"Brandon Drury","2B/3B",NA,FALSE,"Utility"
519306,"Steven Souza Jr.","OF",NA,FALSE,"Outfield"
607455,"Anthony Banda","P",NA,FALSE,"Pitcher"
543208,"Sam Gaviglio","P",NA,FALSE,"Pitcher"
